species,breed,age_group,disease,symptoms_list,key_signs,recommended_treatment,prevention
Cattle,Friesian,Adult,Babesiosis,anorexia|hemoglobinuria|anemia|weakness|ticks_observed,reduced appetite/anorexia; red/brown urine (hemoglobinuria),Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.
Poultry,Local scavenging,Senior,Avian Influenza (HPAI),greenish_diarrhoea|swelling_head|sudden_death,greenish diarrhoea; swelling of head,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Goat,Kalahari,Adult,Brucellosis,orchitis|reduced_fertility|sudden_death,orchitis; reduced fertility,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Sheep,Merino,Neonate,Mastitis,abnormal_milk|reduced_milk,abnormal milk; reduced milk yield,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Angus,Senior,Anthrax,sudden_death|bloody_diarrhoea|neck_edema|swelling,sudden death; bloody diarrhoea,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Cattle,Bonsmara,Adult,Dermatophilosis,crusting_skin_lesions|matted_hair|lameness|exudative_dermatitis,crusting skin lesions; matted hair,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Hereford,Adult,Theileriosis,drooling|icterus,drooling/ptyalism; jaundice/icterus,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Local,Adult,Babesiosis,anorexia|fever|weakness|hemoglobinuria,reduced appetite/anorexia; fever,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Hereford,Adult,Dermatophilosis,lameness|exudative_dermatitis|ticks_observed,lameness; exudative dermatitis,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Boer cross,Adult,Mastitis,abnormal_milk|pain_on_palpation|swollen_udder,abnormal milk; pain on palpation,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.
Poultry,Broilers,Neonate,Avian Influenza (HPAI),greenish_diarrhoea|respiratory_signs|sudden_death|drop_in_egg_production|swelling_head,greenish diarrhoea; respiratory signs,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Sheep,Katahdin,Neonate,Babesiosis,hemoglobinuria|fever|weakness|sudden_death,red/brown urine (hemoglobinuria); fever,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.
Poultry,Layers,Senior,Newcastle Disease,neurological_signs|diarrhoea,neurological signs / paralysis; diarrhoea,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Local,Adult,Brucellosis,abortions|reduced_fertility,abortions; reduced fertility,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Cattle,Sanga,Senior,Dermatophilosis,exudative_dermatitis|matted_hair,exudative dermatitis; matted hair,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Boer cross,Senior,Parasitic Gastroenteritis,weight_loss|bottle_jaw|diarrhoea|poor_condition|sudden_death,weight loss; bottle jaw,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Boer cross,Juvenile,Coccidiosis,anorexia|dehydration,reduced appetite/anorexia; dehydration,Coccidiostats; supportive care; sanitation and management.,Good husbandry; vaccination where available; vector control where relevant.
Sheep,Katahdin,Juvenile,Babesiosis,anorexia|hemoglobinuria|fever|anemia,reduced appetite/anorexia; red/brown urine (hemoglobinuria),Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Local,Adult,Mastitis,abnormal_milk|pain_on_palpation|reduced_milk,abnormal milk; pain on palpation,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Bonsmara,Juvenile,Tick-bite toxicosis,lameness|anemia|salivation|sudden_weakness|ticks_observed|sudden_death,lameness; anemia,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Friesian,Senior,Parasitic Gastroenteritis,weight_loss|anorexia|poor_condition|bottle_jaw|diarrhoea,weight loss; reduced appetite/anorexia,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Boer cross,Neonate,Orf (Contagious Ecthyma),lamb_kid_mortality|weight_loss,lamb kid mortality; weight loss,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Local,Neonate,Mastitis,pain_on_palpation|abnormal_milk,pain on palpation; abnormal milk,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Brahman,Juvenile,Theileriosis,drooling|respiratory_distress,drooling/ptyalism; respiratory distress,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.
Poultry,Broilers,Juvenile,Newcastle Disease,neurological_signs|diarrhoea|respiratory_distress,neurological signs / paralysis; diarrhoea,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Boer,Juvenile,Parasitic Gastroenteritis,bottle_jaw|poor_condition|anorexia,bottle jaw; poor condition,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Boer cross,Neonate,Babesiosis,anorexia|weakness|hemoglobinuria|anemia,reduced appetite/anorexia; weakness,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.
Goat,Local,Neonate,Parasitic Gastroenteritis,bottle_jaw|diarrhoea|weight_loss,bottle jaw; diarrhoea,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Bonsmara,Juvenile,Dermatophilosis,lameness|crusting_skin_lesions|matted_hair|exudative_dermatitis|wet_skin,lameness; crusting skin lesions,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.
Sheep,Katahdin,Senior,Parasitic Gastroenteritis,bottle_jaw|weight_loss,bottle jaw; weight loss,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Hereford,Neonate,Dermatophilosis,exudative_dermatitis|wet_skin|matted_hair|crusting_skin_lesions|lameness,exudative dermatitis; wet skin,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.
Pig,Large White,Neonate,African Swine Fever,sudden_death|high_fever|hemorrhages|abortions,sudden death; high fever,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Sheep,Dorper,Juvenile,Tick-bite toxicosis,salivation|anemia|lameness|ticks_observed,salivation; anemia,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.
Sheep,Local,Juvenile,Rabies (spillover),neurological_signs|paralysis|sudden_death,neurological signs / paralysis; paralysis,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Goat,Boer,Adult,Orf (Contagious Ecthyma),lamb_kid_mortality|scabby_lesions_mouth|weight_loss,lamb kid mortality; scabby mouth lesions,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.
Cattle,Hereford,Adult,Lumpy Skin Disease,swollen_lymph_nodes|reduced_milk|fever|lameness,swollen lymph nodes; reduced milk yield,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Goat,Boer,Neonate,Orf (Contagious Ecthyma),scabby_lesions_mouth|weight_loss,scabby mouth lesions; weight loss,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.
Sheep,Katahdin,Senior,Rabies (spillover),paralysis|aggression|hypersalivation|behavioural_changes|neurological_signs,paralysis; aggression,No treatment for clinical cases; vaccinate exposed animals; notify authorities; PEP for humans.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Goat,Kalahari,Adult,Foot-and-Mouth Disease,lameness|excess_salivation|blisters_mouth_feet|reduced_appetite,lameness; excess salivation,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
Sheep,Merino,Juvenile,Parasitic Gastroenteritis,anorexia|diarrhoea,reduced appetite/anorexia; diarrhoea,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.
Sheep,Local,Senior,Babesiosis,fever|weakness|ticks_observed,fever; weakness,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.
Pig,Berkshire,Neonate,Brucellosis,orchitis|abortions|retained_placenta|reduced_fertility,orchitis; abortions,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.
