country,province,district,species,breed,age_group,disease,symptoms_list,key_signs,ticks_present,confirmed_lab,recommended_treatment,prevention,source,date_reported,confidence_level,case_id
Tanzania,Dodoma,bury,Cattle,Friesian,Adult,Foot-and-Mouth Disease,blisters_mouth_feet|lameness|fever|excess_salivation|reduced_appetite,vesicles/blisters on mouth/feet; lameness,N,No,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2019-10-21,0.83,2480
Zimbabwe,Mashonaland West,port,Cattle,Brahman,Adult,Mastitis,swollen_udder|reduced_milk,swollen udder; reduced milk yield,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2023-05-29,0.94,2266
Seychelles,Inner Islands,berg,Cattle,Local,Juvenile,Babesiosis,weakness|anorexia|anemia,weakness; reduced appetite/anorexia,Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2020-07-15,0.78,2960
Botswana,Central,Lake Lauramouth,Poultry,Local scavenging,Juvenile,Newcastle Disease,drop_in_egg_production|neurological_signs|respiratory_distress|sudden_death,drop in egg production; neurological signs / paralysis,N,No,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2021-05-24,0.82,4732
Lesotho,Mokhotlong,bury,Goat,Local,Senior,Anaplasmosis,weight_loss|fever|ticks_observed,weight loss; fever,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2023-06-25,0.84,3060
Eswatini,Manzini,haven,Cattle,Local,Neonate,Mastitis,reduced_milk|abnormal_milk|pain_on_palpation,reduced milk yield; abnormal milk,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2021-12-22,0.91,2142
Mauritius,Plaines Wilhems,Williamland,Sheep,Dorper,Neonate,Foot-and-Mouth Disease,excess_salivation|fever|reduced_appetite,excess salivation; fever,N,Yes,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2022-01-14,0.85,3119
Zimbabwe,Mashonaland West,Christopherberg,Poultry,Layers,Adult,Avian Influenza (HPAI),swelling_head|respiratory_signs|drop_in_egg_production,swelling of head; respiratory signs,N,Yes,No treatment; culling; strict biosecurity; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,FAO_EMPRES,2022-02-22,0.8,4726
Angola,Huíla,port,Cattle,Brahman,Senior,Parasitic Gastroenteritis,anorexia|weight_loss|bottle_jaw|diarrhoea|poor_condition,reduced appetite/anorexia; weight loss,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2023-10-10,0.99,4046
Eswatini,Manzini,stad,Pig,Landrace,Juvenile,Brucellosis,reduced_fertility|orchitis|abortions,reduced fertility; orchitis,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2021-06-09,0.85,3357
Comoros,Ngazidja,ville,Cattle,Brahman,Senior,Theileriosis,drooling|fever|ticks_observed,drooling/ptyalism; fever,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-11-22,0.83,2745
Botswana,North East,land,Sheep,Katahdin,Adult,Mastitis,abnormal_milk|reduced_milk|pain_on_palpation,abnormal milk; reduced milk yield,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-06-09,0.81,3507
Mauritius,Plaines Wilhems,side,Cattle,Bonsmara,Juvenile,Tick-bite toxicosis,sudden_weakness|anemia,sudden weakness; anemia,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2024-11-27,0.98,1680
Mauritius,Plaines Wilhems,New Patrickborough,Goat,Boer cross,Senior,Mannheimiosis (Pasteurellosis),anorexia|fever|respiratory_distress|coughing|nasal_discharge,reduced appetite/anorexia; fever,N,Yes,"Antibiotics (e.g., tetracyclines, macrolides) based on vet guidance; supportive care; vaccination where available.",Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2024-08-07,0.94,4250
Madagascar,Antananarivo,berg,Goat,Boer cross,Senior,Foot-and-Mouth Disease,blisters_mouth_feet|excess_salivation|fever|lameness|reduced_appetite,vesicles/blisters on mouth/feet; excess salivation,N,Yes,No specific treatment; supportive care; strict movement controls; vaccination campaigns; notify authorities.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2024-03-15,0.82,3148
Namibia,Erongo,mouth,Sheep,Katahdin,Juvenile,Dermatophilosis,exudative_dermatitis|wet_skin|crusting_skin_lesions|lameness,exudative dermatitis; wet skin,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2022-10-13,0.85,2295
Comoros,Ngazidja,mouth,Cattle,Brahman,Neonate,Blackleg,severe_lameness|swollen_muscle|sudden_death,severe lameness; swollen muscle,N,No,Vaccination for prevention; penicillin/oxytetracycline in early cases; carcass disposal.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2020-02-04,0.74,581
South Africa,Eastern Cape,furt,Sheep,Katahdin,Neonate,Tick-bite toxicosis,lameness|salivation|ticks_observed,lameness; salivation,N,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2022-09-28,0.79,1471
Angola,Huíla,burgh,Cattle,Local,Senior,Mastitis,pain_on_palpation|abnormal_milk|reduced_milk,pain on palpation; abnormal milk,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2024-05-19,0.95,4071
South Africa,Mpumalanga,stad,Goat,Boer,Adult,Anaplasmosis,weakness|pale_mucous_membranes|progressive_anemia|weight_loss|fever,weakness; pale mucous membranes,Y,Yes,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2023-05-11,0.96,3344
Botswana,South East,port,Cattle,Bonsmara,Juvenile,Lumpy Skin Disease,skin_nodules|reduced_milk|lameness,skin nodules; reduced milk yield,N,No,Supportive care; symptomatic treatment; vaccination and vector control.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2024-06-24,0.89,4584
Comoros,Ngazidja,land,Cattle,Brahman,Adult,Brucellosis,abortions|reduced_fertility|orchitis,abortions; reduced fertility,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2020-09-02,0.88,3673
Angola,Huíla,South Brianna,Poultry,Layers,Senior,Newcastle Disease,diarrhoea|drop_in_egg_production|respiratory_distress,diarrhoea; drop in egg production,N,Yes,Supportive care; vaccination for prevention; biosecurity.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2024-03-25,0.82,560
Eswatini,Hhohho,fort,Goat,Boer cross,Adult,Tick-bite toxicosis,anemia|lameness|salivation|sudden_weakness|ticks_observed,anemia; lameness,Y,No,Remove ticks; supportive care; acaricides; symptomatic treatment.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2021-08-02,0.8,2850
Malawi,Northern,ton,Sheep,Katahdin,Senior,Anaplasmosis,progressive_anemia|weight_loss|fever|pale_mucous_membranes,progressive anemia; weight loss,Y,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,SADC_bulletin,2024-10-06,0.89,513
South Africa,Gauteng,Knappland,Goat,Kalahari,Juvenile,Dermatophilosis,lameness|exudative_dermatitis,lameness; exudative dermatitis,N,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2020-10-05,0.88,1082
Comoros,Ngazidja,North Ellen,Pig,Local,Neonate,African Swine Fever,high_fever|hemorrhages|sudden_death|anorexia|abortions,high fever; hemorrhages,N,No,"No treatment or vaccine; depopulation, biosecurity and carcass disposal.",Notify authorities; vaccination where applicable; strict biosecurity and movement control.,DVS_reports,2021-06-23,0.82,1665
Mauritius,Plaines Wilhems,Angelafurt,Sheep,Katahdin,Neonate,Orf (Contagious Ecthyma),scabby_lesions_mouth|lamb_kid_mortality|weight_loss,scabby mouth lesions; lamb kid mortality,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2023-06-13,0.83,1013
Comoros,Ngazidja,mouth,Pig,Berkshire,Juvenile,Anthrax,sudden_death|bloody_diarrhoea,sudden death; bloody diarrhoea,N,Yes,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2021-04-21,0.9,1932
Zimbabwe,Mashonaland Central,ville,Goat,Boer cross,Neonate,Mastitis,abnormal_milk|pain_on_palpation,abnormal milk; pain on palpation,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Extension_guide,2020-12-05,0.83,1151
South Africa,Western Cape,Lake Meganville,Goat,Boer,Senior,Mastitis,reduced_milk|abnormal_milk|swollen_udder|pain_on_palpation,reduced milk yield; abnormal milk,N,No,Intramammary antibiotics guided by culture; systemic antibiotics for severe cases; frequent milking; observe withdrawal times.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2024-10-22,0.97,2839
Comoros,Ngazidja,South David,Cattle,Bonsmara,Senior,Theileriosis,fever|drooling|icterus|lymph_node_enlargement,fever; drooling/ptyalism,Y,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2024-08-14,0.86,117
Lesotho,Mokhotlong,shire,Cattle,Angus,Juvenile,Babesiosis,fever|hemoglobinuria|anemia|weakness|anorexia,fever; red/brown urine (hemoglobinuria),Y,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,Field_report,2021-04-28,0.87,741
DR Congo,Kasai,Bennettchester,Sheep,Dorper,Neonate,Dermatophilosis,matted_hair|crusting_skin_lesions|wet_skin|lameness,matted hair; crusting skin lesions,Y,No,Topical cleaning; zinc sulphate dressings; systemic antibiotics for secondary infection; dipping.,Good husbandry; vaccination where available; vector control where relevant.,FAO_EMPRES,2020-07-26,0.76,4807
South Africa,Limpopo,bury,Sheep,Merino,Juvenile,Babesiosis,hemoglobinuria|anemia|fever|anorexia|weakness,red/brown urine (hemoglobinuria); anemia,N,No,Imidocarb dipropionate or diminazene; supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-12-19,0.82,3676
DR Congo,Kinshasa,Lake Jesse,Cattle,Bali,Neonate,Brucellosis,abortions|reduced_fertility|retained_placenta|orchitis,abortions; reduced fertility,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Merck_VetManual,2020-08-17,0.81,831
DR Congo,Kasai,land,Cattle,Sanga,Adult,Anthrax,swelling|tongue_ulcers,swelling; tongue ulcers,N,No,Immediate isolation; do NOT open carcass; notify authorities; vaccinate in risk areas; consult DVS for carcass disposal.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Extension_guide,2023-05-05,0.82,120
Zambia,Northern,view,Goat,Local,Senior,Orf (Contagious Ecthyma),lamb_kid_mortality|scabby_lesions_mouth|weight_loss,lamb kid mortality; scabby mouth lesions,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2023-10-16,0.93,4854
Malawi,Northern,fort,Goat,Boer cross,Neonate,Anaplasmosis,weakness|fever|ticks_observed,weakness; fever,N,No,Tetracyclines (oxytetracycline); supportive care; tick control.,Good husbandry; vaccination where available; vector control where relevant.,PLOS_Study,2021-05-14,0.83,4739
Comoros,Ngazidja,mouth,Sheep,Merino,Adult,Orf (Contagious Ecthyma),weight_loss|lamb_kid_mortality,weight loss; lamb kid mortality,N,No,Supportive care; topical antiseptics; live vaccines for flocks/herds where available.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2024-02-21,0.98,636
Seychelles,Inner Islands,town,Goat,Kalahari,Neonate,Parasitic Gastroenteritis,bottle_jaw|anorexia|poor_condition|diarrhoea|weight_loss,bottle jaw; reduced appetite/anorexia,N,No,Anthelmintics per local guidance; pasture management; nutrition support.,Good husbandry; vaccination where available; vector control where relevant.,DVS_reports,2021-05-07,0.87,4466
Seychelles,Inner Islands,mouth,Goat,Local,Neonate,Theileriosis,drooling|fever|anorexia,drooling/ptyalism; fever,N,No,Buparvaquone; supportive care; tick control; isolate and treat early.,Good husbandry; vaccination where available; vector control where relevant.,Merck_VetManual,2019-12-14,0.79,4365
Seychelles,Inner Islands,borough,Goat,Boer cross,Senior,Brucellosis,retained_placenta|orchitis,retained placenta; orchitis,N,No,Test-and-slaughter or long-term control programs; antibiotics limited; vaccination in control programs; public health measures.,Notify authorities; vaccination where applicable; strict biosecurity and movement control.,Field_report,2022-09-30,0.84,4143
